Date;Time;Route;Registration;Aboard;Aboard Passangers;Aboard Crew;Fatalities;Fatalities Passangers;Fatalities Crew;Location,Operator,AC Type
01/10/1930;;;NC184E;1;0;1;1;0;1;Brawnson, Nebraska,Boeing Air Transport,Boeing 95
01/13/1930;;Antananarivo - Paris;F-AJJK;3;0;3;3;0;3;Antananarivo, Madagascar,Air Orient,Farman 190
01/19/1930;18:23;Aqua Caliente, Mexico - Los Angeles;NC9689;16;14;2;16;14;2;Oceanside, California,Maddux Airlines,Ford 5-AT-C Tri Motor
01/25/1930;;Casablanca - Alicante;F-AJCL;2;0;2;2;0;2;Off Ceuta, Spain,Aeropostale,Latecoere 25
01/27/1930;17:30;Wichita - Kansas City, KS;;5;4;1;5;4;1;Kansas City, Missouri,Central  Airlines (Universal Aviation Corporation),Travel Air A6000A
02/03/1930;;Newark, NJ - Hartford, CT;NC801H;1;0;1;1;0;1;Hartford, Connecticut,Colonial Air Transport,Pitcairn PA-6 Mailwing
02/10/1930;;Paris - Croydon;F-FHMY;6;3;3;2;2;0;Marden, England,Air Union,Farman F-63
04/18/1930;17:00;Albany, NY - Jersey City, NJ;NC9148;4;3;1;4;3;1;Jersey City, New Jersey,Canadian Colonial Airways,Fairchild 71
05/10/1930;;Buenos Aires - Montevideo;F-AJPD;4;2;2;3;1;2;Buenos Aires, Argentina,Aeropostale,Latecoere 28
06/05/1930;;Boston - Newark;NC9675;15;13;2;1;1;0;Boston, Massachusetts,Colonial Air Transport,Ford Tri-Motor 5
07/07/1930;;Stettin - Norway;D-864;8;5;3;5;4;1;Bornholm, Denmark,Deutsche Lufthansa,Dornier Wal
07/10/1930;;Port Aransas - Kansas City;NC-394H;5;4;1;5;4;1;Arkansas Pass, Texas,Cross Airways,Lockheed Vega 5
07/21/1930;15:00;London - Le touquet, France;G-AAZK;6;4;2;6;4;2;Near Meopham, Kent, England,Walcot Air Line,Junkers F-13ge
08/22/1930;15:45;Prague - Bratislava;OK-FOR;11;10;1;10;9;1;Iglau, Czechoslovakia,Ceskoslovenske Aerolinie,Ford 5-AT-C Tri Motor
09/11/1930;;Croydon - Brussels;OO-AIN;2;0;2;2;0;2;Croydon, England,Sabena,Sabca F-VII
09/25/1930;;Calgary - Moosejaw;CF-AIN;3;2;1;3;2;1;Edmonton, Alberta, Canada,Western Canada Airways,Boeing 40
10/05/1930;02:05;Cardington, England - Karachi, Pakistan;G-FAAW;54;NULL;NULL;48;NULL;NULL;Near Beauvais, France,Military - British Air Ministry,Royal Airship Works R-101
10/06/1930;09:45;Berlin - Vienna;D-1930;8;6;2;8;6;2;Dresden, Germany,Deutsche Lufthansa,Messerschmitt M-20B
10/12/1930;;Casablanca - Bahat - Toulouse;F-AJUU;4;3;1;4;3;1;La Rache, Morocco,Aeropostale,Latecoere 28
10/13/1930;;;VH-UPC;3;2;1;3;2;1;Perth, Australia,Wings Ltd,de Havilland DH.80 Puss Moth
10/28/1930;;;NC103W;3;2;1;3;2;1;Prince Rupert, BC, Canada,Alaska-Washington Airways,Lockheed Vega
10/30/1930;;Paris, France - London, England;G-EBIX;6;3;3;3;2;1;Near Neufchatel, France,Imperial Airways,Handley Page W-8
10/30/1930;;;;1;0;1;1;0;1;Brookston, Indiana,Embry Riddle Company,Pitcairn PA-6 Mailwing
11/07/1930;;Porto Alegre - Laguna - Rio de Janeiro;P-BAHA;9;8;1;1;1;0;Off of Santos, Brazil,Syndicato Condor,Junkers G-24
11/18/1930;20:00;Burbank, CA - Oakland, CA;NC5340;3;0;3;3;0;3;Techachapi Mountains, California,Pacific Air Transport,Boeing 40
12/09/1930;;Shanghai - Hankow;;6;4;2;4;2;2;Shanghai, China,China National Aviation Corporation,Loening C-W Air Yaht
01/08/1931;22:40;Brussels - London;OO-AIL;2;0;2;2;0;2;Melle, Belgium,Sabena,Fokker F-VII
01/22/1931;;Portland - Pasco;NC741K;1;0;1;1;0;1; Bluff Mountain, Washington,Varney Air Lines,Boeing 40
02/08/1931;;Gisborne - Hastings;ZK-ACA;3;2;1;3;2;1;Wairoa, New Zealand,Dominion Air Lines,Desoutter II
02/20/1931;;Winnigeg - Moosejaw;;3;2;1;2;2;0;Bagot, Manitoba, Canada,Western Canada Airways,Fokker Universal F-14
02/24/1931;;Algiers – Marseille;F-AITX;3;0;3;1;0;1;Off Spain,Aeropostale,Latecoere 32
03/21/1931;13:00;Sydney - Melbourne;VH-UMF;8;6;2;8;6;2;New South Wales, Australia,Australian National Airways,Avro 10
03/31/1931;10:45;Kansas City - Wichita -  Los Angeles;NC-999;8;6;2;8;6;2;Bazaar, Kansas,Trans Continental and Western Air,Fokker F10A Trimotor
04/14/1931;;;D-1928;10;7;3;2;0;2;Near Letschen, Germany,Deutsche Lufthansa,Messerschmitt M-20
05/05/1931;23:30;San Diego - Los Angeles;NC5390;2;0;2;2;0;2;Burbank, California,Pacific Air Transport,Boeing 40
05/22/1931;;Lae - Bulolo;VH-UNR;1;0;1;1;0;1;Wampit, Australia,Guiena Airways,Junkers W-34
05/24/1931;22:30;;NC397E;1;0;1;1;0;1;Bellefonte, Pennsylvania,National Air Transport,Boeing 95
06/07/1931;09:00;Saigon - Karachi;PH-AEO;4;0;4;4;0;4;Near Sandoway, Burma,Air Orient,Fokker F-VIIB
06/11/1931;;;NC857E;3;1;2;2;0;2;Walbridge, Ohio,Rubner Flying Service,Lockheed Vega 2
06/13/1931;;Cologne - Saarbrucken;D-1455;4;2;2;4;2;2;Saarbrucken, Germany,Deutsche Lufthansa,Dornier Merkur
07/12/1931;;Chicago - Detroit;NC8497;2;0;2;2;0;2;Chicago, Illinois,Braniff Airlines,Lockheed Vega
07/14/1931;;;VH-UGF;2;0;2;2;0;2;Temora, Australia,Australian Aerial Services,Lasco Lascowl
07/21/1931;;;;1;0;1;1;0;1;Centralia, Illinois,American Airways,Pitcairn PA-6 Mailwing
07/24/1931;;Constantinople - Budapest;F-ALGT;7;5;2;7;5;2;Kurudjevo, Bulgaria,CIDNA,Fokker F-VII
08/09/1931;08:40;Cincinnati - Atlanta;NC9662;6;4;2;6;4;2;Cincinnati, Ohio,American Airways,Ford 5-AT-C Tri Motor
09/14/1931;20:00;;NC606;1;0;1;1;0;1;Chicago, Illinois,Chicago-Detroit Airways,Lockheed Vega
09/15/1931;;Paris - Bucharest;F-AIGT;6;4;2;6;4;2;Near Craiova, Oltenia, Romania,CIDNA,Fokker F-VIIb-3m
09/16/1931;04:00;Oakland, CA - Seattle, WA;NC10347;4;3;1;4;3;1;Oakland, California,Pacific Air Transport,Boeing 40
10/06/1931;;Sydney - New York;D-1717;3;0;3;3;0;3;Novia Scotia, Canada,Deutsche Lufthansa,Heinkel HE-2
10/14/1931;;;P-BALSA;3;0;3;3;0;3;Brazil,Syndicato Condor,Dornier Wal
11/05/1931;06:48;Newark, NJ  - Camden, NJ - Washington DC;NC12221;5;4;1;5;4;1;Camden, New Jersey,NY, Phil., Washington AW,Lockheed Orion 9
11/13/1931;;Durban - Cape Town;ZS-ACD;3;2;1;3;2;1;Sir Lowry's pass, South Africa,Union Airways,De Havilland DH.80
11/23/1931;;;NC7465;1;0;1;1;0;1;Salt Lake City, Utah,Boeing Air Transport,Boeing 40
11/24/1931;;Nanking - Peiking;;3;1;2;3;1;2;Near Tsinan, China,China National Aviation Corporation,Stinson
11/26/1931;22:30;Portland,  WA - Pasco, WA;NC10338;1;0;1;1;0;1;Pasco, Washington,Varney Air Lines,Boeing 40
12/05/1931;;Kansas City - Chicago;NC433E;6;5;1;2;2;0;Kewanee, Illinois,Braniff Airways,Lockheed Vega 5
12/06/1931;05:45;Djakarta - Amsterdam -  Bangkok - Rangoon (Burma);PH-AFO;7;3;4;5;2;3;Bangkok, Thailand,KLM Royal Dutch Airlines,Fokker F-VIIb-3M
12/09/1931;;Marseille - Algiers;F-AIOX;2;0;2;2;0;2;Off Algiers,Aeropostale,CAMS 56
12/31/1931;;Port Colombus, OH - Louisville, KY;;5;4;1;4;4;0;Springfield, Ohio,American Airways,Fairchild Pilgrim 100A
01/21/1932;;Rockford - Chicago, IL - Madison, WI;NC443H;1;0;1;1;0;1;Colvin Park, Ilinois,Northwest Airways,Stinson SM-2A
01/29/1932;16:00;San Francisco - Bakersfield - Los Angeles, CA;NC10813;8;7;1;8;7;1;Lebec, California,Century Pacific Lines,Stinson SM-6000B
02/01/1932;;Miami - Bimini;;5;4;1;5;4;1;Off Miami, Florida,Bimini Airways,Fairchild
02/02/1932;;; NC291;2;0;2;1;0;1;Rio Vista, California,Boeing Air Transport,Boeing 40
02/02/1932;;Chicago - Kalamazoo;NC6411;1;0;1;1;0;1;Marcellus, Michigan,Transamerican Airlines,Stearman C-3MB
02/27/1932;;;F-AJOX;3;0;3;3;0;3;Off Setiba, Brazil,Aeropostale,Latecoere 28
03/08/1932;02:00;Training;NC11122;5;0;5;3;0;3;Saint Louis, Illinois,Century Air Lines,Stinson SM-6000B
03/19/1932;19:30;Phoenix, AZ - Los Angeles, CA;NC652E;7;5;2;7;5;2;Calimesa, California,American Airways,Fokker F-10A
03/21/1932;;Columbus - McKeesport;NC966Y;1;0;1;1;0;1;Steubenville, Ohio,Trans Continental and Western Air,Northrop Alpha 3
03/29/1932;;Damascus - Baghdad - Karachi;F-AJDP F-AJDP;3;1;2;3;1;2;Rutbah Wells, Iraq,Air Orient,Farman F-190
03/31/1932;;;NC191E;1;0;1;1;0;1;Bedford, Ohio,National Air Transport,Boeing 95
04/21/1932;;;NC6412;1;0;1;1;0;1;Fort Wayne, Indiana,Transamerica Airlines,Stearman C-3MB
05/16/1932;;San Diego - Burbank - Oakland;NC5589;3;2;1;3;2;1;Burbank, California,Pacific Air Transport,Boeing 40
05/30/1932;12:00;;NC830M;2;0;2;1;0;1;Portland, Oregon,Varney Air Lines,Boeing 40
07/16/1932;08:00;Santiago, Chile - Mendosa, Argentina;NC403H;9;6;3;9;6;3;Mount El Plomo, near Vitacura, Chile,Panagra,Ford 5-AT-C Tri Motor
08/12/1932;; Marseille - Naples - Beyrouth - Saigon;F-AIQY;7;3;4;0;0;0;Beyrouth, Lebanon,Air Orient,CAMS 53
08/31/1932;00:10;Amsterdam - Hanover - Copenagen - Malmö;SE-AAE;2;0;2;2;0;2;Tubergen, Germany,A B Aerotransport,Junkers G-23
09/08/1932;09:00;El Paso - Dallas;NC9716;4;2;2;3;1;2;Salt Flats, Texas,American Airways,Fokker F-10
09/17/1932;06:00;;F-AIFE;2;0;2;1;0;1;Selsdon Park, England,Air Union,Liore-et-Olivier 213
09/18/1932;;Sydney - Lismore - Brisbane;VH-UPM;3;2;1;3;2;1;Byron Bay, Australia,New England Airways,De Havilland DH-80
10/12/1932;;Dakar - Port Etienne - Algiers - Paris;F-AJIP;1;0;1;1;0;1;Port Etienne, Mauritania,Aeropostale,Latecoere 28
10/26/1932;;;;2;0;2;2;0;2;Villa Monte, Bolivia,Lloyd Aero Boliviano,Ford Tri-motor 5
10/29/1932;;London - Cologne - Berlin; D-2017;2;0;2;2;0;2;Ramsgate, England,Deutsche Lufthansa,Junkers W-33
11/02/1932;;Nuremberg - Frankfort;D-724;5;3;2;5;3;2;Echterpfuhl, Germany,Deutsche Lufthansa,Junkers F-13
11/25/1932;;Little Rock, AR - Memphis, TN; NC369M;2;1;1;2;1;1;Marianna, Arkansas,Hunter Airways,Travel Air 6000
12/14/1932;;;NC9650;2;0;2;2;0;2;Amarillo, Texas,Trans Continental and Western Air,Ford 5
12/14/1932;;;NC281;1;0;1;1;0;1;Rocky Ridge, Colorado,Boeing Air Transport,Boeing 40
12/26/1932;;;VH-UMJ;1;0;1;1;0;1;Wau, Australia,Guinea Airways,De Havilland DH-60
01/10/1933;;;F-AISV;3;0;3;1;0;1;Algiers,Aeropostale,CAMS 53
01/14/1933;;Test flight;NC185H;2;0;2;2;0;2;Newark, New Jersey,Eastern Air Transport,Curtiss Condor 18
01/20/1933;;;N490W;1;0;1;1;0;1;Marietta, Georgia,American Airways,Stearman 4
01/20/1933;02:07;Big Springs - San Antonio;NC11721;1;0;1;1;0;1;Bourne, Texas,American Airways,Stearman 4
01/24/1933;;;NC431H;3;1;2;2;0;2;Eugene, Oregon,Pacific Air Transport,Ford 5-AT-D
03/11/1933;;Mendoza, Argentina - Santiago, Chili;NC9723;2;0;2;2;0;2;Near Mendoza, Argentina,Pan American Grace Airways,Fairchild FC-2W
03/25/1933;20:07;Burbank - San Francisco;NC12226;3;2;1;3;2;1;Hayward, California,Varney Airlines,Lockheed Orion 9
03/28/1933;14:30;Cologne, Germany - Croydon, England;G-AACI;15;12;3;15;12;3;Near Dixmude, Belgium,Imperial Airways,Armstrong Whitworth Argosy II
04/03/1933;;;D-534;2;1;1;1;1;0;Hemkenrode, Germany,Deutsche Lufthansa,Junkers F-13
04/04/1933;12:30;;ZRS-4;76;NULL;NULL;73;NULL;NULL;Off Barnegat, New Jersey,Military - U.S. Navy,Goodyear-Zeppelin U.S.S. Akron (airship)
04/23/1933;07:40;Corfu - Naples;F-ALCE;8;5;3;5;2;3;Near Castrovillari, Calabria, Italy,Air Orient,Cams 53-1
04/29/1933;;;D-4;4;2;2;4;2;2;Traunstein, Germany,Eurasia,Junkers W-34
05/09/1933;15:00;Paris - Morroco;F-AJIX;6;3;3;6;3;3;Near Viladrau, Spain,Aeropostale - La Tecoere Company,Latecoere 28-1
06/04/1933;03:15;;;1;0;1;1;0;1;Bowling Green, Virginia,Eastern Air Transport,Pitcairns PA-6
06/11/1933;17:00;Sightseeing;NC-141M;9;7;2;9;7;2;Glenview, Illinois,Palwaukee,Sikorsky S-38B (flying boat)
07/18/1933;15:40;Athens - Rhodes;I-AZEE;6;2;4;6;2;4;Aegean Sea,Societa Anonima Aero Expresso Italiana,CMASA Wal (flying boat)
08/29/1933;01:00;Amarillo, TX - Albuquerque, NM;NC9607;5;3;2;5;3;2;Quay, New Mexico,Trans Continental and Western Air,Ford 5-AT-B Tri Motor
09/12/1933;;Ljubjana - Susak, Croatia;YU-SAH;8;6;2;8;6;2;Near Ljubljana, Yugoslavia,Aeroput,Farman F-306
10/10/1933;21:00;Newark - Cleveland - Chicago - Oakland;NC13304;10;7;3;10;7;3;Chesterton, Indiana,United Air Lines,Boeing 247
10/31/1933;11:20;Zurich - Basel - Paris;F-AJMI;5;2;3;2;1;1;Etobon, France,Air France,Farman F-301
11/09/1933;22:35;Seattle, WA - Dallas, TX;NC13345;10;7;3;4;3;1;Portland, Oregon,United Air Lines,Boeing 247
11/10/1933;;;NC12292;1;0;1;0;0;0;Moriarty, New Mexico,Trans Continental and Western Air,Northrop Delta
11/20/1933;;Canton - Shanghai;;8;7;1;8;7;1;Near Tsinan, China,China National Aviation Corporation,Stinson
11/21/1933;15:00;Test flight;;20;0;20;14;0;14;Near Kharkov, Ukraine, USSR,Kalinin,Kalinin K-7
11/24/1933;;;NC13324;2;0;2;2;0;2;Wedron, Illinois,National Air Transport,Boeing 247
12/11/1933;16:00;Berlin - Hamburg;D-1403;10;8;2;6;4;2;Hamburg, Germany,Deutsche Lufthansa,Focke-Wulf A-17
12/14/1933;;;ZS-AEB;6;4;2;5;3;2;Eshowe, South Africa,Union Airways,Junkers W-34
12/30/1933;13:00;Brussels, Belgium - Croydon, England;G-ABLU;10;8;2;10;8;2;Near Ruysselede, Belgium,Imperial Airways,Avro 10
01/15/1934;18:15;Saigon - Paris;F-AMMY;14;10;4;14;10;4;Corbigny, France,Air France,Dewoitine D-332
01/20/1934;;;F-AJKX;2;NULL;NULL;2;NULL;NULL;Carombe, France,Air France,Breguet 280T
02/23/1934;14:15;Salt Lake City - Cheyenne;NC13357;8;5;3;8;5;3;Near Salt Lake City, Utah,Boeing Aircraft Company,Boeing 247
02/26/1934;;;F-AJPA;6;NULL;NULL;1;NULL;NULL;Rio de Oro, Morocco,Air France,Latécoère 28
03/06/1934;;St. Louis, MO - Chicago, IL;NC710Y;4;3;1;4;3;NULL;Petersburg, Illinois,American Airways,Fairchild Pilgrim 100A
03/10/1934;;Quiddo - Cartago;NC-9107;6;4;2;5;3;2;Pereira, Colombia,Pan American Airways (Scadta),Sikorsky S-38 Flying Boat
03/22/1934;;;NC407H;15;12;3;3;0;3;Near Lima, Peru,Pan American Grace Airlines,Ford 5-AT-C Tri-Motor
04/10/1934;;;NV17V;3;1;2;3;1;2;Ningpo Bay, China,China National Aviation Corporation,Sikorsky S-38BB
05/09/1934;;Dieppe, France - New Haven, England;F-AMPH;6;3;3;6;3;3;English Channel,Air France,Wibault 282T-12
05/31/1934;05:00;Croydon, England - Paris, France;F-AIVG;2;0;2;2;0;2;Croydon, England,Air France,Liore-et-Olivier 213
06/09/1934;17:00;New York - Chicago;NC12354;7;4;3;7;4;3;Mongaup Mountain, New York,American Airways,Curtiss Condor T-32
06/11/1934;11:00;Buenos Aires - Santiago;NC8417;10;7;3;6;3;3;Junin, Argentina,Panagra,Ford 5-AT-C Tri-Motor
06/22/1934;;;D-1445;7;5;2;1;0;1;Chausseehausen, Germany,Deutsche Lufthansa,Dornier Merkur
06/23/1934;06:00;Mexico - Burbank;XA-BEJ;1;0;1;1;0;1;Burbank, California,Aerevias Centrales Air Service,Lockheed Orion
07/09/1934;;San Bernardion - Los Angeles;NC32E;4;3;1;3;2;1;San Bernardino, California,United Air Services,Lockheed Vega
07/27/1934;09:50;Zurich - Stuttgart - Leipzig - Berlin;CH-170;12;9;3;12;9;3;Near Tuttlingen, Germany,Swissair,Curtiss AT-32C Condor
08/05/1934;;;F-AILK;2;0;2;2;0;2;Bahia, Brazil,Air France,Latecoere 26
08/10/1934;;;;NULL;NULL;NULL;NULL;NULL;NULL;Ningbo, China,China National Aviation Corporation,Sikorsky S-38B
08/31/1934;22:45;Kansas City - Saint Joseph - Omaha;NC11118;5;4;1;5;4;1;Amazonia, Missouri,Rapid Air Transport,Stinson  SM-6000B
10/02/1934;10:50;Croydon - Paris;G-ACPM;7;6;1;7;6;1;English Channel,Hillman's Airways,de havilland 89 Dragon Rapide
10/03/1934;;;VH-UHE;3;2;1;3;2;1;Near Winton, Australia,Qantas,de Havilland DH-50A
10/19/1934;;Launceston, Tasmania - Melbourne, Australia;VH-URN;11;10;1;11;10;1;Bass Strait, Australia,Holymans Airways,de Havilland DH-86
11/02/1934;;Rabaul - Kaiapit;VH-UHW;4;2;2;2;2;0;Kiapit, Australia,Holdens Air Transport Service,De Havilland DH-61
11/15/1934;;London - Sydney;VH-USG;4;3;1;4;3;1;Near Longreach, Australia,Qantas,de Havilland DH-86
11/15/1934;23:42;Omaha - Kansas City;NC10809;2;0;2;2;0;2;Amazonia, Montana,Rapid Air Transport,Stinson SM-6000-B
12/07/1934;;Berlin - Hanover;D-OMAS;3;0;3;3;0;3;Salchau, Germany,Deutsche Lufthansa,Junkers F-13
12/08/1934;05:30;Kansas City, MO - Chicago, IL;NC106W;1;0;1;1;0;1;Columbia, Missouri,Braniff Airlines,Lockheed Vega 5C
12/10/1934;07:30;Havana - Santiago de Cuba;NM-7;8;5;3;4;2;2;Palma Soriano, Cuba,Cubana de Aviacion,Ford 4-AT-E Tri-motor
12/20/1934;03:33;Amsterdam - Batavia, Java;PH-AJU;7;3;4;7;3;4;Rutbah Wells, Syria,KLM Royal Dutch Airlines,Douglas DC-2-115A
12/22/1934;02:52;Louisville, KY - Nashville, TN;NC12286;1;0;1;1;0;1;Sunbright, Tennessee,American Airlines,Lockheed Orion 9D
12/31/1934;;;;10;8;2;10;8;2;,Aeroflot,Tupolev ANT-9
01/08/1935;;Training;;2;0;2;0;0;2;Near Karachi, Pakistan,Indian Air Force,Wapiti
01/26/1935;;Newark, NJ - Columbus, OH;NC13212;1;0;1;1;0;1;Pittsburgh, Pennsylvania,Trans Continental and Western Air,Consolidated Fleetster
01/31/1935;19:00;Koenigberg - Berlin;D-AREN;11;8;3;11;8;3;Stettin, Germany,Deruluft,Junkers JU-52/3m
03/07/1935;;;D-AJYP;3;0;3;0;0;0;Schievelbein, Germany,Deruluft,Rochrbach Roland
03/15/1935;;Jerusalem - Cairo;SU-ABI;6;5;1;3;2;1;El Arish, Egypt,Misrair,de Havilland Dragon 1
03/29/1935;;Training;D-OHIL;5;0;5;5;0;5;Off Samland, Germany,Deutsche Lufthansa,Junkers F-13
04/01/1935;00:45;;F-ALHQ;3;0;3;1;0;1;Beauvais, France,Air France,Farman F-300
04/06/1935;15:20;Praha, Czechoslovakia - Amsterdam, Netherlands;PH-AFL;7;3;4;7;3;4;Brilon, Germany,KLM Royal Dutch Airlines,Fokker F-12
05/01/1935;10:45;Pueblo - El Paso;NC891E;1;0;1;1;0;1;Near Walsenberg, Colorado,Varney Air Lines,Lockheed Vega
05/06/1935;03:30;Los Angeles - Albuquerque - Kanasas City -  Washington;NC13785;14;12;2;5;3;2;Atlanta, Missouri,Trans Continental and Western Air,Douglas DC-2-112
05/18/1935;00:45;Demonstration;CCCP-I20;50;37;13;50;37;13;Near Moscow, Russia,Gor'ky Eskadril'ya,Tupolev ANT-20 / I-5
05/18/1935;18:35;Sightseeing;WC-7864;12;11;1;3;2;1;Flint, Michigan,Knowles Flying Service of Detroit,Ford model 4-AT-E
05/27/1935;16:00;Billings - Sheridan - Casper - Cheyenne;NC725W;1;0;1;1;0;1;Glendo, Wyoming,Wyoming Air Service,Boeing 221
05/28/1935;22:25;Chicago - St. Louis;NC10894;2;1;1;2;1;1;Maywood, Illinois,Chicago and Southern Airlines,Stinson SM6000B Tri-motor
05/29/1935;;;;9;NULL;NULL;6;NULL;NULL;San Barbra, Honduras,,NULL
06/24/1935;14:36;Medellin - Bogotá;C-31 / F-31;20;18;2;17;15;2;Medellin, Colombia,Servicio Aereo Columbiano / SCADTA,Ford Tri-Motor / Ford Tri-Motor
07/14/1935;09:40;Amsterdam - Sweden;PH-AJQ;20;15;5;6;2;4;Amsterdam, Netherlands,KLM Royal Dutch Airlines,Fokker F-XXII
07/19/1935;14:20;New Orleans, LA - Mobile, AL;NC-492K;2;1;1;2;1;1;Off Chandeleur Island, Mississippi,Wedell-Williams Air Service Corporation,General 102-E
07/20/1935;12:30;Milan - Frankfort - Amsterdam;PH-AKG;13;9;4;13;9;4;Pian Giacomo, Switzerland,KLM Royal Dutch Airlines,Douglas DC-2
07/23/1935;;Cardiff - Saint-Helier;G-ACMP;8;7;1;1;3;0;Cardiff, United Kingdom,Jersey Airways,de Havilland DH-84 Dragon
07/28/1935;;Palanquero - Tres Esquinas;406;5;3;2;5;3;2;El Retiro, Colombia,Fuerza Aerea Colombiana,Junkers W-34
08/07/1935;08:00;Guidonia - Cairo - Massawa - Asmara;I-REDI;7;3;4;7;3;4;Cairo, Egypt,Ala Littoria,Savoia-Marchetti S-66
08/13/1935;;;NV40V;NULL;NULL;NULL;NULL;NULL;NULL;Hangow, China,China National Aviation Corporation,Sikorsky S-38B
08/14/1935;23:45;Dallas -  Atlanta;NC14599;4;3;1;4;3;1;Near Gilmer, Texas,Delta Air Lines,Stinson Model A
08/15/1935;20:18;;NR12283;2;1;1;2;1;1;Walakpa, near Point Barrow, Alaska,Private,Lockheed Orion 9E Explorer float plane
08/15/1935;20:08;Helena - Denver;NC14140;3;2;1;3;2;1;Near Glendo, Wyoming,Aero Mayflower Transit Co,Waco, model YLC
09/01/1935;23:00;Burbank, CA - Salt Lake City, UT;NC13314;3;0;3;3;0;3;Burbank, California,Western Air Express,Boeing 247
09/13/1935;09:00;Panama City - David;;8;7;1;8;7;1;Near Tambo, Panama,Panama Airways,Ford Tri-Motor
10/02/1935;09:55;Melbourne - Sydney;VH-URT;5;3;2;5;3;2;Off Finders Island, Victoria, Australia,Holyman Airways,de Havilland DH-86
10/07/1935;02:19;Salt Lake City - Cheyenne;NC13317;12;9;3;12;9;3;Near Cheyenne, Wyoming,United Air Lines,Boeing 247D
10/09/1935;;Tallinn - Helsinki;OH-ALI;6;4;2;6;4;2;Gulf of Finland,Aero O-Y,Junkers F-13
10/21/1935;11:00;Troy - Teterboro;NC725K;6;4;2;1;0;1;Troy, New York,Chamberlin Flying Service,Curtiss AT-32C Condor
10/30/1935;19:40;Test flight;NC13323;4;0;4;4;0;4;Cheyenne, Wyoming,United Air Lines,Boeing B-247-D
11/02/1935;;Bahia - Aracaju;F-AJIQ;4;0;4;4;0;4;Off Nhambupe, Brazil,Air France,Latécoère 28-1
11/09/1935;04:40;Dallas - Waco;NC980Y;1;0;1;1;0;1;Near Fort Worth, Texas,Braniff Airlines,Lockheed Vega
11/09/1935;;London - Brindisi - Alexandria;G-ABFB;13;10;3;12;9;3;Brindisi, Italy,Imperial Airways,Short S-17 Kent
11/11/1935;;;F-AJPB;3;0;3;3;0;3;Istres, France,Air France,Latecoere 28
12/04/1935;;Le Havre - Paris - Tours - Bordeaux;F-ANRK;2;0;2;1;0;1;Tours, France,Air Bleu,Caudron C-630 Simoun
12/10/1935;16:45;Brussels, Belgium - Croydon, England;OO-AGN;11;7;4;11;7;4;Croydon, England,Sabena,Savoia-Marchetti SM73
12/24/1935;;;D-UVOR;3;2;1;3;2;1;Wroctaw, Poland,Deutsche Lufthansa,Heinkel He-70
12/31/1935;19:15;London - Brindisi - Mirabella - Alexandria;G-AASJ;13;9;4;12;9;1;Off Alexandria, Egypt,Imperial Airways,Short S-8 Calcutta flying boat
01/14/1936;;;624;16;13;3;13;10;3; Tres Esquinas, Colombia,Military - Fuerza Aerea Colombiana,Junkers JU-52
01/14/1936;19:32; Newark - Memphis - Little Rock - Dallas - Los Angeles;NC14274;17;14;3;17;14;3;Goodwin, Arkansas,American Airlines,Douglas DC-2-120
01/17/1936;;Cochabamba - La Paz;;13;10;3;13;10;3;Near Cordillera, Boliva,Lloyd Aereo Boliviano,Junkers JU-52
01/21/1936;10:00; Marseille - Ajaccio - Tunis;F-AJIR;6;3;3;6;3;3;Off Ajaccio, Corsica, France,Air France,CAMS 53
01/29/1936;;Chicago - Oklahoma City;NC13767;6;5;1;1;0;1;Denton, Texas,American Airlines,Vultee V-1
02/10/1936;;Natal, Brazil - Dakar, Senegal;F-ANLE;6;1;5;6;1;5;Atlantic Ocean,Air France,Latecoere 301 (flying boat)
02/15/1936;03:52;Rio de Janerio - Berlin;D-ADYS;4;0;4;4;0;4;South Atlantic Ocean,Deutsche Lufthansa,Dormier Do-J-Iif Bos Wal flying boat
03/05/1936;;;;6;3;3;0;0;0;Near Tengya, China,China National Aviation Corporation,Ford 5-AT-D Tri-Motor
03/14/1936;;;19;5;4;1;5;4;1;Ovalle, Chile,Lan Chile,Fairchild FC-2
03/26/1936;11:00;Mexico - Guatemala;XA-BCB;14;10;4;14;10;4;Amemeca, Mexico,Mexicana,Ford 5-AT-B Tri Motor
04/01/1936;19:10;Newwark - Buffalo;NC15152;2;0;2;2;0;2;Pavillon, New York,American Airlines,Stinson Model A
04/07/1936;10:20;Newark - Los Angeles;NC13721;14;11;3;12;10;2;Uniontown, Pennsylvania,Trans Continental and Western Air,Douglas DC-2-112
04/11/1936;05:20;Miami - Rio de Janeiro;NC1537;25;18;7;3;2;1;Port of Spain, Trinidad,Pan American Airways,Sikorsky S-42A float plane
04/15/1936;;Turin - Milan;I-AAXZ;7;5;2;7;5;2;Near Turin, Italy,Avio Linee Italiane,OFM F-VIIb/3m
04/17/1936;;Test flight;D-ASOR;5;0;5;3;0;3;Orvin, Switzerland,Deutsche Lufthansa,Junkers JU-52
04/21/1936;;Paris - Brussels - Cologne;OO-AIF;2;0;2;2;0;2;Senlis, France,Sabena,Fokker F-VII
04/30/1936;;;HB-ITU;2;0;2;2;0;2;Basel, Switzerland,Swissair,General Aviation GA-43
05/16/1936;;Training;VH-UII;2;0;2;2;0;2;Mount Waverley, Australia,Holymans Airways,De Havilland DH-60 Moth
